candidate,constituency_count
TILAK KUMAR CHAKRABORTY,1
TILAK MONDAL,1
TILOTTAMA HALDAR,1
TINKU KAYAL,1
TIRTHANKAR GHOSH,1
TITAS GUPTA,1
TORAF HOSSAIN MANDAL,1
TOUHIDUR RAHAMAN SUMAN,1
TOUSEEF AHMED KHAN,1
TOWHID AHMED KHAN,1
TRINANKUR BHATTACHARJEE,1
TUFAN BARAMAN,1
TUHIN INDRA,1
TUMPA DAS,1
TUMPA SARDAR,1
TUMPA SARDAR,1
TUNTUN YADAV,1
TUSAR KUMAR MAJUMDAR,1
TUSHAR KANTI CHATTERJEE,1
TUSHAR KANTI HALDER,1
TUSHAR KANTI ROY,1
TUSHAR MAHATO,1
UDAYAN GUHA,1
UDAY BARUA,1
UDAY DAS,1
UJJAL BISWAS,1
UJJAL CHANDRA,1
UJJAL CHATTERJEE,1
UJJAL MUKHERJEE,1
UJJAL RAY,1
UJJAL SARKAR,1
UJJWAL BARMAN,1
UJJWAL PARAMANIK,1
UKIL CHANDRA BHUIMALI,1
UMA GOSWAMI,1
UMA PANDA,1
UMARANI GURIA,1
UMESH CHANDRA BASKEY,1
UMESH RAI,1
UNILISH MOCHARI,1
UPENDRA NATH BASUNIA,1
USHA RANI MONDAL,1
UTPAL BRAHMACHARO,1
UTPAL DAS,1
UTPAL DATTA,1
UTPAL DUTTA,1
UTPAL GHOSH,1
UTPAL KUNDU,1
UTTAM BARIK,1
UTTAM BAURI,1
UTTAM BRAHMAN,1
UTTAM DAS,1
UTTAM KUMAR BANIK,1
UTTAM KUMAR MONDAL,1
UTTAM KUMAR ROY,1
UTTAM NASKAR,1
UTTAM PAL,1
UTTARA SINGHA (HAZRA),1
VASUNDHARA GOSWAMI,1
VIJAY OJHA,1
VIJAY UPADHYAY,1
VIKASH KUMAR RAM,1
VIVEKANANDA GHOSH,1
VIVEKANANDA (VIVEK) SAU,1
YASSER HAIDAR,1
YEAMIN LASKAR,1
YOUNISH MIA,1
YUDHISTHIR BHUMIJ,1
ZAKIR ABEDIN,1
ZAKIR HUSSAIN,1
ZAMALUDDIN,1
ZAMIR MOLLA,1
ZINNATUN NESHA,1
