constituency_code,state,constituency,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,vote_difference
S25258,WEST BENGAL,SONAMUKHI,DIBAKAR GHARAMI,Bharatiya Janata Party,115549,KALLOL SAHA,All India Trinamool Congress,86139,29410
S25238,WEST BENGAL,BANDWAN,LABSEN BASKEY,Bharatiya Janata Party,134080,RAJIB LOCHAN SAREN,All India Trinamool Congress,104503,29577
S251,WEST BENGAL,MEKLIGANJ,DADHIRAM RAY,Bharatiya Janata Party,119109,ADHIKARY PARESH CHANDRA,All India Trinamool Congress,89525,29584
S25269,WEST BENGAL,PURBASTHALI UTTAR,GOPAL CHATTOPADHYAY,Bharatiya Janata Party,111379,VASUNDHARA GOSWAMI,All India Trinamool Congress,81153,30226
S25260,WEST BENGAL,BARDHAMAN DAKSHIN,MOUMITA BISWAS MISRA,Bharatiya Janata Party,107754,KHOKAN DAS,All India Trinamool Congress,77284,30470
S25224,WEST BENGAL,KHARAGPUR SADAR,DILIP GHOSH,Bharatiya Janata Party,89885,PRADIP SARKAR,All India Trinamool Congress,59379,30506
S25207,WEST BENGAL,NANDAKUMAR,KHANRA NIRMAL,Bharatiya Janata Party,131476,SUKUMAR DE,All India Trinamool Congress,100873,30603
S25255,WEST BENGAL,BISHNUPUR,SHUKLA CHATTERJEE,Bharatiya Janata Party,111082,TANMAY GHOSH (BUMBA),All India Trinamool Congress,80477,30605
S2569,WEST BENGAL,BHARATPUR,MUSTAFIJUR RAHAMAN (SUMAN),All India Trinamool Congress,90870,ANAMIKA GHOSH,Bharatiya Janata Party,60117,30753
S2582,WEST BENGAL,CHAPRA,JEBER SEKH,All India Trinamool Congress,97085,SAIKAT SARKAR,Bharatiya Janata Party,66305,30780
S25276,WEST BENGAL,DURGAPUR PURBA,CHANDRA SEKHAR BANERJEE,Bharatiya Janata Party,108888,PRADIP MAZUMDAR,All India Trinamool Congress,77954,30934
S25198,WEST BENGAL,TARAKESWAR,SANTU PAN,Bharatiya Janata Party,116901,RAMENDU SINHARAY,All India Trinamool Congress,85902,30999
S25143,WEST BENGAL,DIAMOND HARBOUR,PANNA LAL HALDER,All India Trinamool Congress,119320,DIPAK KUMAR HALDER,Bharatiya Janata Party,88054,31266
S25100,WEST BENGAL,HABRA,DEBDAS MONDAL,Bharatiya Janata Party,104645,JYOTI PRIYA MALLICK,All India Trinamool Congress,73183,31462
S25216,WEST BENGAL,KANTHI DAKSHIN,ARUP KUMAR DAS,Bharatiya Janata Party,118219,TARUN KUMAR JANA,All India Trinamool Congress,86747,31472
S2564,WEST BENGAL,MURSHIDABAD,GOURI SANKAR GHOSH,Bharatiya Janata Party,114443,SHAONI SINGHA ROY,All India Trinamool Congress,82922,31521
S25141,WEST BENGAL,MAGRAHAT PURBA,SARMISTHA PURKAIT,All India Trinamool Congress,108412,UTTAM KUMAR BANIK,Bharatiya Janata Party,76805,31607
S25254,WEST BENGAL,ONDA,AMARNATH SHAKHA,Bharatiya Janata Party,128296,SUBRATA DUTTA (GOPI),All India Trinamool Congress,96573,31723
S25137,WEST BENGAL,BARUIPUR PURBA,BIVAS SARDAR,All India Trinamool Congress,120987,TUMPA SARDAR,Bharatiya Janata Party,89172,31815
S25148,WEST BENGAL,BHANGAR,MD NAWSAD SIDDIQUE,All India Secular Front,126555,SAOKAT MOLLA,All India Trinamool Congress,94467,32088
S25230,WEST BENGAL,DASPUR,TAPAN KUMAR DUTTA,Bharatiya Janata Party,133071,ASHIS HUDAIT,All India Trinamool Congress,100937,32134
S25247,WEST BENGAL,SALTORA,CHANDANA BAURI,Bharatiya Janata Party,115180,UTTAM BAURI,All India Trinamool Congress,83045,32135
S25122,WEST BENGAL,MINAKHAN,USHA RANI MONDAL,All India Trinamool Congress,92079,RUDRENDRA PATRA,Bharatiya Janata Party,59787,32292
S2548,WEST BENGAL,RATUA,SAMAR MUKHERJEE,All India Trinamool Congress,106834,ABISHEK SINGHANIA,Bharatiya Janata Party,74272,32562
S25205,WEST BENGAL,PANSKURA PASCHIM,SINTU SENAPATI,Bharatiya Janata Party,137919,SIRAJ KHAN,All India Trinamool Congress,105352,32567
S25215,WEST BENGAL,KHEJURI,SUBRATA PAIK,Bharatiya Janata Party,129875,RABIN CHANDRA MANDAL,All India Trinamool Congress,97185,32690
S25155,WEST BENGAL,MAHESHTALA,SUBHASIS DAS,All India Trinamool Congress,116811,TAMANATH BHOWMICK,Bharatiya Janata Party,83898,32913
S25232,WEST BENGAL,CHANDRAKONA,SUKANTA DOLUI,Bharatiya Janata Party,140517,DOLOI SURJYA KANTA,All India Trinamool Congress,107036,33481
S25245,WEST BENGAL,PARA,NADIAR CHAND BOURI,Bharatiya Janata Party,113488,MANIK CHANDRA BAURI,All India Trinamool Congress,79767,33721
S25163,WEST BENGAL,ENTALLY,SANDIPAN SAHA,All India Trinamool Congress,94427,DR. PRIYANKA TIBREWAL,Bharatiya Janata Party,60421,34006
S2560,WEST BENGAL,SAGARDIGHI,BAYRON BISWAS,All India Trinamool Congress,90781,TAPAS KUMAR CHAKRABORTY,Bharatiya Janata Party,56521,34260
S25256,WEST BENGAL,KATULPUR,LAKSHMI KANTA MAJUMDAR,Bharatiya Janata Party,126241,HARAKALI PROTIHER,All India Trinamool Congress,91874,34367
S25202,WEST BENGAL,KHANAKUL,SUSANTA GHOSH,Bharatiya Janata Party,126729,PALASH KUMAR ROY,All India Trinamool Congress,92246,34483
S25119,WEST BENGAL,BARASAT,SANKAR CHATTERJEE,Bharatiya Janata Party,122171,SABYASACHI DUTTA,All India Trinamool Congress,87613,34558
S258,WEST BENGAL,NATABARI,GIRIJA SHANKAR RAY,Bharatiya Janata Party,126911,SAILENDRA NATH BARMA,All India Trinamool Congress,92298,34613
S2594,WEST BENGAL,BAGDA,SOMA THAKUR,Bharatiya Janata Party,121307,MADHUPARNA THAKUR,All India Trinamool Congress,86691,34616
S25203,WEST BENGAL,TAMLUK,HARE KRISHNA BERA,Bharatiya Janata Party,136566,DIPENDRA NARAYAN ROY,All India Trinamool Congress,101837,34729
S2592,WEST BENGAL,KALYANI,ANUPAM BISWAS,Bharatiya Janata Party,114469,DR. ATINDRA NATH MONDAL,All India Trinamool Congress,79677,34792
S25239,WEST BENGAL,BALARAMPUR,JALADHAR MAHATO,Bharatiya Janata Party,118421,SHANTIRAM MAHATO,All India Trinamool Congress,83370,35051
S25270,WEST BENGAL,KATWA,KRISHNA GHOSH,Bharatiya Janata Party,122020,RABINDRANATH CHATTERJEE,All India Trinamool Congress,86954,35066
S25147,WEST BENGAL,SONARPUR DAKSHIN,RUPA GANGULY,Bharatiya Janata Party,128970,ARUNDHUTI MAITRA(LOVELY),All India Trinamool Congress,93188,35782
S25146,WEST BENGAL,BISHNUPUR,DILIP MONDAL,All India Trinamool Congress,132647,ABHIJIT SARDAR,Bharatiya Janata Party,95722,36925
S2591,WEST BENGAL,CHAKDAHA,BANKIM CHANDRA GHOSH,Bharatiya Janata Party,115433,SUBHANKAR SINGHA (JISHU),All India Trinamool Congress,78488,36945
S2540,WEST BENGAL,TAPAN,BUDHRAI TUDU,Bharatiya Janata Party,105780,CHINTAMANI BIHA,All India Trinamool Congress,68793,36987
S25116,WEST BENGAL,BIDHANNAGAR,SHARADWAT MUKHERJEE,Bharatiya Janata Party,97979,SUJIT BOSE,All India Trinamool Congress,60649,37330
S25277,WEST BENGAL,DURGAPUR PASCHIM,LAKSHMAN CHANDRA GHORUI,Bharatiya Janata Party,114729,KABI DUTTA,All India Trinamool Congress,77131,37598
S25231,WEST BENGAL,GHATAL,SITAL KAPAT,Bharatiya Janata Party,131550,SHYAMALI SARDAR,All India Trinamool Congress,93893,37657
S25294,WEST BENGAL,MURARAI,DR. MOSARRAF HOSSAIN,All India Trinamool Congress,96902,SANJIBUR RAHAMAN (BAPPA),Indian National Congress,59197,37705
S2596,WEST BENGAL,BANGAON DAKSHIN,SWAPAN MAJUMDER,Bharatiya Janata Party,119399,RITUPARNA ADDHYA,All India Trinamool Congress,81585,37814
S2511,WEST BENGAL,KALCHINI,BISHAL LAMA,Bharatiya Janata Party,114759,BIRENDRA BARA (ORAON),All India Trinamool Congress,76916,37843
S25222,WEST BENGAL,JHARGRAM,LAKSHMI KANTA SAU,Bharatiya Janata Party,120877,MONGAL SAREN,All India Trinamool Congress,82730,38147
S2544,WEST BENGAL,GAZOLE,CHINMOY DEB BARMAN,Bharatiya Janata Party,131541,PRASENJIT DAS,All India Trinamool Congress,93349,38192
S25175,WEST BENGAL,PANCHLA,GULSAN MULLICK,All India Trinamool Congress,123967,RANJAN PAUL,Bharatiya Janata Party,85647,38320
S2515,WEST BENGAL,DHUPGURI,NARESH ROY,Bharatiya Janata Party,134798,NIRMAL CHANDRA ROY,All India Trinamool Congress,96248,38550
S25236,WEST BENGAL,MEDINIPUR,SANKAR KUMAR GUCHHAIT,Bharatiya Janata Party,133041,SUJOY HAZRA,All India Trinamool Congress,94294,38747
S2599,WEST BENGAL,BADURIA,BURHANUL MUKADDIM (LITON),All India Trinamool Congress,103334,SUKRITI KUMAR SARKAR,Bharatiya Janata Party,63273,40061
S2529,WEST BENGAL,ISLAMPUR,AGARWAL KANAIA LAL,All India Trinamool Congress,108117,CHITRAJIT ROY,Bharatiya Janata Party,68054,40063
S2559,WEST BENGAL,RAGHUNATHGANJ,AKHRUZZAMAN,All India Trinamool Congress,88909,NASIR SAIKH,Indian National Congress,48354,40555
S25138,WEST BENGAL,CANNING PASCHIM,PARESH RAM DAS,All India Trinamool Congress,120548,Prasanta Bayen,Bharatiya Janata Party,79883,40665
S2595,WEST BENGAL,BANGAON UTTAR,ASHOK KIRTANIA,Bharatiya Janata Party,119317,BISWAJIT DAS,All India Trinamool Congress,78647,40670
S25240,WEST BENGAL,BAGHMUNDI,RAHIDAS MAHATO,Bharatiya Janata Party,112663,SUSHANTA MAHATO,All India Trinamool Congress,71846,40817
S25280,WEST BENGAL,ASANSOL DAKSHIN,AGNIMITRA PAUL,Bharatiya Janata Party,119582,TAPAS BANERJEE,All India Trinamool Congress,78743,40839
S2514,WEST BENGAL,MADARIHAT,LAXUMAN LIMBU,Bharatiya Janata Party,102488,JAYPRAKASH TOPPO,All India Trinamool Congress,61578,40910
S25253,WEST BENGAL,BARJORA,BILLESWAR SINHA,Bharatiya Janata Party,125419,GOUTAM MISHRA (SHYAM),All India Trinamool Congress,84109,41310
S25191,WEST BENGAL,BALAGARH,SUMANA SARKAR,Bharatiya Janata Party,125624,RANJAN DHARA,All India Trinamool Congress,83710,41914
S25184,WEST BENGAL,DOMJUR,TAPAS MAITY,All India Trinamool Congress,134036,GOBINDA HAZRA,Bharatiya Janata Party,91859,42177
S25190,WEST BENGAL,CHUNCHURA,SUBIR NAG,Bharatiya Janata Party,137704,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,94269,43435
S25246,WEST BENGAL,RAGHUNATHPUR,MAMONI BAURI,Bharatiya Janata Party,127628,HAZARI BOURI,All India Trinamool Congress,83569,44059
S2527,WEST BENGAL,PHANSIDEWA,DURGA MURMU,Bharatiya Janata Party,118241,REENA TOPNO EKKA,All India Trinamool Congress,72978,45263
S2586,WEST BENGAL,SANTIPUR,SWAPAN KUMAR DAS,Bharatiya Janata Party,117941,BRAJAKISHORE GOSWAMI,All India Trinamool Congress,72565,45376
S2513,WEST BENGAL,FALAKATA,DIPAK BARMAN,Bharatiya Janata Party,134370,SUBHASH CHANDRA ROY,All India Trinamool Congress,88371,45999
S25156,WEST BENGAL,BUDGE BUDGE,ASHOK KUMAR DEB,All India Trinamool Congress,127091,DR TARUN KUMAR ADAK,Bharatiya Janata Party,80241,46850
S2554,WEST BENGAL,BAISNABNAGAR,RAJU KARMAKAR,Bharatiya Janata Party,108692,CHANDANA SARKAR,All India Trinamool Congress,61811,46881
S25248,WEST BENGAL,CHHATNA,SATYANARAYAN MUKHOPADHYAY,Bharatiya Janata Party,125972,SWAPAN KUMAR MONDAL,All India Trinamool Congress,78798,47174
S2539,WEST BENGAL,BALURGHAT,BIDYUT KUMAR ROY,Bharatiya Janata Party,95697,ARPITA GHOSH,All India Trinamool Congress,48121,47576
S2597,WEST BENGAL,GAIGHATA,SUBRATA THAKUR,Bharatiya Janata Party,121322,NAROTTAM BISWAS,All India Trinamool Congress,73639,47683
S2546,WEST BENGAL,HARISCHANDRAPUR,MD. MATIBUR RAHAMAN,All India Trinamool Congress,113104,RATAN DAS,Bharatiya Janata Party,64833,48271
S25209,WEST BENGAL,HALDIA,PRADIP KUMAR BIJALI,Bharatiya Janata Party,132183,TAPASI MONDAL,All India Trinamool Congress,83121,49062
S25242,WEST BENGAL,PURULIA,SUDIP KUMAR MUKHERJEE,Bharatiya Janata Party,128454,SUJOY BANERJEE,All India Trinamool Congress,79201,49253
S25121,WEST BENGAL,HAROA,ABDUL MATIN MUHAMMAD,All India Trinamool Congress,117591,PIYARUL ISLAM,All India Secular Front,68250,49341
S25201,WEST BENGAL,GOGHAT,PRASANTA DIGAR,Bharatiya Janata Party,134498,DR. NIRMAL MAJI,All India Trinamool Congress,84916,49582
S25251,WEST BENGAL,TALDANGRA,SOUVIK PATRA,Bharatiya Janata Party,124537,FALGUNI SINGHABABU,All India Trinamool Congress,74464,50073
S25235,WEST BENGAL,KESHPUR,SEULI SAHA,All India Trinamool Congress,143123,SUVENDU SAMANTA,Bharatiya Janata Party,93018,50105
S2550,WEST BENGAL,MALDAHA,GOPAL CHANDRA SAHA,Bharatiya Janata Party,123656,LIPIKA BARMAN GHOSH,All India Trinamool Congress,73528,50128
S2589,WEST BENGAL,RANAGHAT UTTAR PURBA,ASHIM BISWAS,Bharatiya Janata Party,126235,BARNALI DEY ROY,All India Trinamool Congress,74492,51743
S25249,WEST BENGAL,RANIBANDH,KSHUDIRAM TUDU,Bharatiya Janata Party,131145,TANUSHREE HANSDA,All India Trinamool Congress,78876,52269
S2510,WEST BENGAL,KUMARGRAM,MANOJ KUMAR ORAON,Bharatiya Janata Party,143044,RAJEEV TIRKEY,All India Trinamool Congress,90167,52877
S25199,WEST BENGAL,PURSURAH,BIMAN GHOSH,Bharatiya Janata Party,138821,PARTHA HAZARI,All India Trinamool Congress,85368,53453
S25252,WEST BENGAL,BANKURA,NILADRI SEKHAR DANA,Bharatiya Janata Party,136992,DR. ANUP MANDAL,All India Trinamool Congress,82815,54177
S25158,WEST BENGAL,KOLKATA PORT,FIRHAD HAKIM,All India Trinamool Congress,101226,RAKESH SINGH,Bharatiya Janata Party,45146,56080
S25128,WEST BENGAL,BASANTI,NILIMA MISTRY BISHAL,All India Trinamool Congress,127495,BIKASH SARDAR,Bharatiya Janata Party,71314,56181
S2562,WEST BENGAL,BHAGAWANGOLA,REYAT HOSSAIN SARKAR,All India Trinamool Congress,105997,MAHAMUDAL HASAN,Communist Party of India (Marxist),49590,56407
S2516,WEST BENGAL,MAYNAGURI,DALIM CHANDRA ROY,Bharatiya Janata Party,147403,RAMMOHAN RAY,All India Trinamool Congress,90900,56503
S252,WEST BENGAL,MATHABHANGA,NISHITH PRAMANIK,Bharatiya Janata Party,143340,DR. SABLU BARMAN,All India Trinamool Congress,86250,57090
S25125,WEST BENGAL,BASIRHAT UTTAR,MD. TAUSEFFUR RAHMAN,All India Trinamool Congress,115503,MD. MUSA KAREMULLA,All India Secular Front,58233,57270
S2587,WEST BENGAL,RANAGHAT UTTAR PASCHIM,PARTHA SARATHI CHATTERJEE(BABU),Bharatiya Janata Party,129046,TAPAS KUMAR GHOSH,All India Trinamool Congress,71495,57551
S25142,WEST BENGAL,MAGRAHAT PASCHIM,MD. SAMIM AHAMED MOLLA,All India Trinamool Congress,113834,GOURSUNDAR GHOSH,Bharatiya Janata Party,55331,58503
S2535,WEST BENGAL,RAIGANJ,KOUSHIK CHOWDHURY,Bharatiya Janata Party,105561,KRISHNA KALYANI,All India Trinamool Congress,46920,58641
S2570,WEST BENGAL,REJINAGAR,HUMAYUN KABIR,Aam Janata Unnayan party,123536,BAPAN GHOSH,Bharatiya Janata Party,64660,58876
S25129,WEST BENGAL,KULTALI,GANESH CHANDRA MONDAL,All India Trinamool Congress,146435,MADHABI MAHALDER,Bharatiya Janata Party,87159,59276
S2547,WEST BENGAL,MALATIPUR,ABDUR RAHIM BOXI,All India Trinamool Congress,104123,MAUSAM B NOOR,Indian National Congress,44376,59747
S2553,WEST BENGAL,SUJAPUR,SABINA YEASMIN,All India Trinamool Congress,112795,ABDUL HANNAN,Indian National Congress,52508,60287
S2588,WEST BENGAL,KRISHNAGANJ,SUKANTA BISWAS,Bharatiya Janata Party,139838,SAMIR KUMAR PODDAR,All India Trinamool Congress,78939,60899
S25161,WEST BENGAL,BALLYGUNGE,SOBHANDEB CHATTOPADHYAY,All India Trinamool Congress,108481,SHATORUPA,Bharatiya Janata Party,47005,61476
S2545,WEST BENGAL,CHANCHAL,PRASUN BANERJEE,All India Trinamool Congress,128014,RATAN DAS,Bharatiya Janata Party,64140,63874
S2590,WEST BENGAL,RANAGHAT DAKSHIN,ASHIM KUMAR BISWAS,Bharatiya Janata Party,140010,SOUGATA KUMAR BURMAN,All India Trinamool Congress,75546,64464
S2517,WEST BENGAL,JALPAIGURI,ANANTA DEB ADHIKARY,Bharatiya Janata Party,142987,KRISHNA DAS,All India Trinamool Congress,74182,68805
S2528,WEST BENGAL,CHOPRA,HAMIDUL RAHAMAN,All India Trinamool Congress,120986,SANKAR ADHIKARI,Bharatiya Janata Party,51862,69124
S253,WEST BENGAL,COOCHBEHAR UTTAR,SUKUMAR RAY,Bharatiya Janata Party,155327,PARTHA PRATIM RAY,All India Trinamool Congress,84943,70384
S2512,WEST BENGAL,ALIPURDUARS,PARITOSH DAS,Bharatiya Janata Party,143242,SUMAN KANJILAL,All India Trinamool Congress,72822,70420
S2526,WEST BENGAL,SILIGURI,SHANKAR GHOSH,Bharatiya Janata Party,120760,GOUTAM DEB,All India Trinamool Congress,47568,73192
S2534,WEST BENGAL,KALIAGANJ,UTPAL BRAHMACHARO,Bharatiya Janata Party,158349,NITAI BAISHYA,All India Trinamool Congress,81924,76425
S2543,WEST BENGAL,HABIBPUR,JOYEL MURMU,Bharatiya Janata Party,142062,AMAL KISKU,All India Trinamool Congress,63874,78188
S2583,WEST BENGAL,KRISHNANAGAR UTTAR,TARAK NATH CHATTERJEE,Bharatiya Janata Party,133211,SOMNATH DUTTA,All India Trinamool Congress,54850,78361
S2530,WEST BENGAL,GOALPOKHAR,MD GHULAM RABBANI,All India Trinamool Congress,122105,SARAJIT BISWAS,Bharatiya Janata Party,38315,83790
S25157,WEST BENGAL,METIABURUZ,ABDUL KHALEQUE MOLLA,All India Trinamool Congress,124230,BIR BAHADUR SINGH,Bharatiya Janata Party,36351,87879
S25139,WEST BENGAL,CANNING PURBA,MD BAHARUL ISLAM,All India Trinamool Congress,148687,ARABUL ISLAM,All India Secular Front,56733,91954
S2551,WEST BENGAL,ENGLISH BAZAR,AMLAN BHADURI (BURO),Bharatiya Janata Party,154096,ASIS KUNDU (PATA),All India Trinamool Congress,60312,93784
S2519,WEST BENGAL,DABGRAM-FULBARI,SIKHA CHATTERJEE,Bharatiya Janata Party,166300,RANJAN SIL SHARMA,All India Trinamool Congress,68585,97715
S2525,WEST BENGAL,MATIGARA-NAXALBARI,ANANDAMAY BARMAN,Bharatiya Janata Party,166905,SHANKAR MALAKAR,All India Trinamool Congress,62640,104265
